malaria,diarrhoea,infection,disease,sars,measles,pneumonia,epidemic,pandemic,public health,healthcare,epidemiology,health care,health,mortality,morbidity,nutrition,illness,infectious,NCD,non-communicable disease,noncommunicable disease,communicable disease,air pollution,malnutrition,mental disorder,stunting,politicalGroup,date
0,0,0,1,0,0,0,0,0,0,1,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,ALDE,2016-03-08
0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2016-03-08
0,0,0,7,0,0,0,2,0,0,1,0,0,77,0,0,7,0,5,0,0,0,0,0,1,0,0,PPE,2016-03-08
0,0,0,11,0,0,0,2,0,0,0,0,0,140,0,0,10,0,2,0,0,0,0,0,0,0,0,S&D,2016-03-08
0,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,1,0,2,0,0,0,0,0,0,0,0,GUE/NGL,2016-03-08
0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,NI,2016-03-08
0,0,0,4,0,0,0,0,0,0,0,0,0,26,0,0,1,0,1,0,0,0,0,0,0,0,0,EFDD,2016-03-08
0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,0,9,1,0,0,0,0,0,0,0,0,0,ECR,2016-03-08
0,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,ENF,2016-03-08
0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2016-03-08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFD,2016-03-08
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PSE,2016-03-08
