malaria,diarrhoea,infection,disease,sars,measles,pneumonia,epidemic,pandemic,public health,healthcare,epidemiology,health care,health,mortality,morbidity,nutrition,illness,infectious,NCD,non-communicable disease,noncommunicable disease,communicable disease,air pollution,malnutrition,mental disorder,stunting,politicalGroup,date
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,2015-05-19
0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2015-05-19
0,0,6,1,0,0,0,0,0,0,25,0,0,112,0,0,0,0,3,0,0,0,0,0,0,0,0,PPE,2015-05-19
0,0,1,0,0,0,0,0,0,0,10,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2015-05-19
0,0,4,0,0,0,0,0,0,0,34,0,0,86,0,0,1,0,0,0,0,0,0,0,0,0,0,S&D,2015-05-19
0,0,3,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2015-05-19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Earl of) Dartmouth (EFDD,2015-05-19
0,0,0,0,0,0,0,0,0,0,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2015-05-19
0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,Verts/ALE,2015-05-19
0,0,0,0,0,0,0,0,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2015-05-19
0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2015-05-19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2015-05-19
