malaria,diarrhoea,infection,disease,sars,measles,pneumonia,epidemic,pandemic,public health,healthcare,epidemiology,health care,health,mortality,morbidity,nutrition,illness,infectious,NCD,non-communicable disease,noncommunicable disease,communicable disease,air pollution,malnutrition,mental disorder,stunting,politicalGroup,date
0,0,0,1,0,0,0,3,14,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2020-04-16
0,0,0,0,0,0,0,5,25,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2020-04-16
0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2020-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2020-04-16
0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2020-04-16
0,0,0,0,0,0,0,14,22,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2020-04-16
0,0,0,0,0,0,0,1,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Renew,2020-04-16
0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ID,2020-04-16
0,0,0,0,0,0,0,0,21,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,ECR,2020-04-16
0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2020-04-16
