malaria,diarrhoea,infection,disease,sars,measles,pneumonia,epidemic,pandemic,public health,healthcare,epidemiology,health care,health,mortality,morbidity,nutrition,illness,infectious,NCD,non-communicable disease,noncommunicable disease,communicable disease,air pollution,malnutrition,mental disorder,stunting,politicalGroup,date
0,0,1,2,0,0,0,5,2,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2020-03-26
0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,PSE,2020-03-26
0,0,0,3,0,0,0,5,5,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2020-03-26
0,0,0,0,0,0,0,3,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2020-03-26
0,0,0,0,0,0,0,2,12,0,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2020-03-26
1,0,1,0,0,0,0,4,2,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Renew,2020-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ID,2020-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2020-03-26
0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2020-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2020-03-26
