malaria,diarrhoea,infection,disease,sars,measles,pneumonia,epidemic,pandemic,public health,healthcare,epidemiology,health care,health,mortality,morbidity,nutrition,illness,infectious,NCD,non-communicable disease,noncommunicable disease,communicable disease,air pollution,malnutrition,mental disorder,stunting,politicalGroup,date
0,0,0,0,0,0,0,0,17,0,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,na,2021-01-19
0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,PPE,2021-01-19
0,0,0,0,0,0,0,0,17,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,S&D,2021-01-19
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2021-01-19
0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2021-01-19
0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Renew,2021-01-19
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ID,2021-01-19
0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2021-01-19
0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,The Left,2021-01-19
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2021-01-19
0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PSE,2021-01-19
