malaria,diarrhoea,infection,disease,sars,measles,pneumonia,epidemic,pandemic,public health,healthcare,epidemiology,health care,health,mortality,morbidity,nutrition,illness,infectious,NCD,non-communicable disease,noncommunicable disease,communicable disease,air pollution,malnutrition,mental disorder,stunting,politicalGroup,date
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,23,0,3,GUE/NGL,2014-11-27
0,0,1,1,0,0,0,0,0,0,0,0,0,7,4,0,19,0,0,0,0,0,0,0,38,0,4,S&D,2014-11-27
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,5,0,1,na,2014-11-27
0,0,1,0,0,0,0,0,0,0,0,0,0,12,3,0,25,1,0,0,0,0,0,0,46,0,0,PPE,2014-11-27
0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,9,0,0,ALDE,2014-11-27
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,14,0,0,NI,2014-11-27
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,4,0,0,Verts/ALE,2014-11-27
0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,2,0,0,EFDD,2014-11-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,ECR,2014-11-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2014-11-27
