malaria,diarrhoea,infection,disease,sars,measles,pneumonia,epidemic,pandemic,public health,healthcare,epidemiology,health care,health,mortality,morbidity,nutrition,illness,infectious,NCD,non-communicable disease,noncommunicable disease,communicable disease,air pollution,malnutrition,mental disorder,stunting,politicalGroup,date
0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2016-10-05
0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,28,0,0,0,0,0,0,0,23,0,0,PPE,2016-10-05
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,47,0,0,0,0,0,0,0,47,0,2,S&D,2016-10-05
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,7,0,0,ECR,2016-10-05
0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,19,0,0,0,0,0,0,0,13,0,1,ALDE,2016-10-05
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,0,4,0,0,GUE/NGL,2016-10-05
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,Verts/ALE,2016-10-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NI,2016-10-05
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,2,0,0,EFDD,2016-10-05
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,10,0,0,ENF,2016-10-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The Earl of) Dartmouth (EFDD,2016-10-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2016-10-05
